Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_57207_1,Dashboard,Distracted Behavior,0:00:09,0:00:28,Class 12,None
,Dashboard,Distracted Behavior,0:00:42,0:00:57,Class 5,None
,Dashboard,Distracted Behavior,0:01:12,0:01:22,Class 7,None
,Dashboard,Distracted Behavior,0:01:38,0:01:56,Class 0,None
,Dashboard,Distracted Behavior,0:02:10,0:02:20,Class 9,None
,Dashboard,Distracted Behavior,0:02:34,0:02:51,Class 2,None
,Dashboard,Distracted Behavior,0:03:05,0:03:13,Class 10,None
,Dashboard,Distracted Behavior,0:03:25,0:03:38,Class 4,None
,Dashboard,Distracted Behavior,0:03:54,0:04:08,Class 6,None
,Dashboard,Distracted Behavior,0:04:33,0:04:57,Class 11,None
,Dashboard,Distracted Behavior,0:05:09,0:05:17,Class 13,None
,Dashboard,Distracted Behavior,0:05:20,0:05:30,Class 13,None
,Dashboard,Distracted Behavior,0:05:46,0:06:00,Class 8,None
,Dashboard,Distracted Behavior,0:06:24,0:06:36,Class 1,None
,Dashboard,Distracted Behavior,0:06:51,0:07:10,Class 15,None
,Dashboard,Distracted Behavior,0:07:24,0:07:46,Class 14,None
,Dashboard,Distracted Behavior,0:08:01,0:08:18,Class 3,None
Dashboard_User_id_57207_3,Dashboard,Distracted Behavior,0:00:08,0:00:28,Class 12,Hat
,Dashboard,Distracted Behavior,0:00:42,0:00:58,Class 5,Hat
,Dashboard,Distracted Behavior,0:01:12,0:01:23,Class 7,Hat
,Dashboard,Distracted Behavior,0:01:38,0:01:56,Class 0,Hat
,Dashboard,Distracted Behavior,0:02:11,0:02:23,Class 9,Hat
,Dashboard,Distracted Behavior,0:02:34,0:02:52,Class 2,Hat
,Dashboard,Distracted Behavior,0:03:05,0:03:13,Class 10,Hat
,Dashboard,Distracted Behavior,0:03:27,0:03:42,Class 4,Hat
,Dashboard,Distracted Behavior,0:03:50,0:04:10,Class 6,Hat
,Dashboard,Distracted Behavior,0:04:33,0:04:57,Class 11,Hat
,Dashboard,Distracted Behavior,0:05:09,0:05:16,Class 13,Hat
,Dashboard,Distracted Behavior,0:05:18,0:05:24,Class 13,Hat
,Dashboard,Distracted Behavior,0:05:45,0:06:07,Class 8,Hat
,Dashboard,Distracted Behavior,0:06:21,0:06:24,Class 1,Hat
,Dashboard,Distracted Behavior,0:06:25,0:06:28,Class 1,Hat
,Dashboard,Distracted Behavior,0:06:33,0:06:36,Class 1,Hat
,Dashboard,Distracted Behavior,0:06:51,0:07:10,Class 15,Hat
,Dashboard,Distracted Behavior,0:07:23,0:07:47,Class 14,Hat
,Dashboard,Distracted Behavior,0:08:00,0:08:18,Class 3,Hat
Rearview_User_id_57207_1,Rearview,Distracted Behavior,0:00:09,0:00:28,Class 12,None
,Rearview,Distracted Behavior,0:00:42,0:00:57,Class 5,None
,Rearview,Distracted Behavior,0:01:12,0:01:22,Class 7,None
,Rearview,Distracted Behavior,0:01:38,0:01:56,Class 0,None
,Rearview,Distracted Behavior,0:02:10,0:02:20,Class 9,None
,Rearview,Distracted Behavior,0:02:34,0:02:51,Class 2,None
,Rearview,Distracted Behavior,0:03:05,0:03:13,Class 10,None
,Rearview,Distracted Behavior,0:03:25,0:03:38,Class 4,None
,Rearview,Distracted Behavior,0:03:54,0:04:08,Class 6,None
,Rearview,Distracted Behavior,0:04:33,0:04:57,Class 11,None
,Rearview,Distracted Behavior,0:05:09,0:05:17,Class 13,None
,Rearview,Distracted Behavior,0:05:20,0:05:30,Class 13,None
,Rearview,Distracted Behavior,0:05:46,0:06:00,Class 8,None
,Rearview,Distracted Behavior,0:06:24,0:06:36,Class 1,None
,Rearview,Distracted Behavior,0:06:51,0:07:10,Class 15,None
