Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_96269_5,Dashboard,Distracted Behavior,0:00:33,0:00:50,Class 14,Scarf
,Dashboard,Distracted Behavior,0:01:00,0:01:06,Class 9,Scarf
,Dashboard,Distracted Behavior,0:01:24,0:01:40,Class 2,Scarf
,Dashboard,Distracted Behavior,0:01:53,0:01:58,Class 12,Scarf
,Dashboard,Distracted Behavior,0:02:33,0:02:36,Class 7,Scarf
,Dashboard,Distracted Behavior,0:02:53,0:03:09,Class 6,Scarf
,Dashboard,Distracted Behavior,0:03:21,0:03:25,Class 13,Scarf
,Dashboard,Distracted Behavior,0:03:55,0:04:01,Class 1,Scarf
,Dashboard,Distracted Behavior,0:04:04,0:04:11,Class 1,Scarf
,Dashboard,Distracted Behavior,0:05:30,0:05:59,Class 4,Scarf
,Dashboard,Distracted Behavior,0:06:05,0:06:23,Class 15,Scarf
,Dashboard,Distracted Behavior,0:06:27,0:06:34,Class 0,Scarf
,Dashboard,Distracted Behavior,0:06:39,0:07:02,Class 8,Scarf
,Dashboard,Distracted Behavior,0:07:16,0:07:40,Class 3,Scarf
,Dashboard,Distracted Behavior,0:08:02,0:08:06,Class 11,Scarf
Dashboard_User_id_96269_7,Dashboard,Distracted Behavior,0:00:07,0:00:32,Class 14,Hat
,Dashboard,Distracted Behavior,0:00:46,0:00:49,Class 10,Hat
,Dashboard,Distracted Behavior,0:01:10,0:01:27,Class 2,Hat
,Dashboard,Distracted Behavior,0:01:42,0:01:48,Class 12,Hat
,Dashboard,Distracted Behavior,0:02:21,0:02:24,Class 7,Hat
,Dashboard,Distracted Behavior,0:02:38,0:02:57,Class 6,Hat
,Dashboard,Distracted Behavior,0:03:07,0:03:11,Class 13,Hat
,Dashboard,Distracted Behavior,0:03:43,0:03:54,Class 1,Hat
,Dashboard,Distracted Behavior,0:04:55,0:04:58,Class 9,Hat
,Dashboard,Distracted Behavior,0:05:19,0:05:43,Class 4,Hat
,Dashboard,Distracted Behavior,0:05:53,0:06:11,Class 15,Hat
,Dashboard,Distracted Behavior,0:06:28,0:06:47,Class 8,Hat
,Dashboard,Distracted Behavior,0:06:51,0:06:54,Class 14,Hat
,Dashboard,Distracted Behavior,0:07:14,0:07:25,Class 11,Hat
,Dashboard,Distracted Behavior,0:08:19,0:08:28,Class 5,Hat
,Dashboard,Distracted Behavior,0:00:01,0:00:06,Class 0,Hat
Rearview_User_id_96269_5,Rearview,Distracted Behavior,0:00:33,0:00:50,Class 14,Scarf
,Rearview,Distracted Behavior,0:01:00,0:01:06,Class 9,Scarf
,Rearview,Distracted Behavior,0:01:24,0:01:40,Class 2,Scarf
,Rearview,Distracted Behavior,0:01:53,0:01:58,Class 12,Scarf
,Rearview,Distracted Behavior,0:02:33,0:02:36,Class 7,Scarf
,Rearview,Distracted Behavior,0:02:53,0:03:09,Class 6,Scarf
,Rearview,Distracted Behavior,0:03:21,0:03:25,Class 13,Scarf
,Rearview,Distracted Behavior,0:03:55,0:04:01,Class 1,Scarf
,Rearview,Distracted Behavior,0:04:04,0:04:11,Class 1,Scarf
,Rearview,Distracted Behavior,0:05:30,0:05:59,Class 4,Scarf
,Rearview,Distracted Behavior,0:06:05,0:06:23,Class 15,Scarf
,Rearview,Distracted Behavior,0:06:27,0:06:34,Class 0,Scarf
,Rearview,Distracted Behavior,0:06:39,0:07:02,Class 8,Scarf
,Rearview,Distracted Behavior,0:07:16,0:07:40,Class 3,Scarf
,Rearview,Distracted Behavior,0:08:02,0:08:06,Class 11,Scarf
Rearview_User_id_96269_7,Rearview,Distracted Behavior,0:00:07,0:00:32,Class 14,Hat
,Rearview,Distracted Behavior,0:00:46,0:00:49,Class 10,Hat
,Rearview,Distracted Behavior,0:01:10,0:01:27,Class 2,Hat
,Rearview,Distracted Behavior,0:01:42,0:01:48,Class 12,Hat
,Rearview,Distracted Behavior,0:02:21,0:02:24,Class 7,Hat
,Rearview,Distracted Behavior,0:02:38,0:02:57,Class 6,Hat
,Rearview,Distracted Behavior,0:03:07,0:03:11,Class 13,Hat
,Rearview,Distracted Behavior,0:03:43,0:03:54,Class 1,Hat
,Rearview,Distracted Behavior,0:04:55,0:04:58,Class 9,Hat
,Rearview,Distracted Behavior,0:05:19,0:05:43,Class 4,Hat
,Rearview,Distracted Behavior,0:05:53,0:06:11,Class 15,Hat
,Rearview,Distracted Behavior,0:06:28,0:06:47,Class 8,Hat
,Rearview,Distracted Behavior,0:06:51,0:06:54,Class 14,Hat
,Rearview,Distracted Behavior,0:07:14,0:07:25,Class 11,Hat
,Rearview,Distracted Behavior,0:08:19,0:08:28,Class 5,Hat
,Rearview,Distracted Behavior,0:00:01,0:00:06,Class 0,Hat
Right_side_window_User_id_96269_5,Rightside Window,Distracted Behavior,0:00:33,0:00:50,Class 14,Scarf
,Rightside Window,Distracted Behavior,0:01:00,0:01:06,Class 9,Scarf
,Rightside Window,Distracted Behavior,0:01:24,0:01:40,Class 2,Scarf
,Rightside Window,Distracted Behavior,0:01:53,0:01:58,Class 12,Scarf
,Rightside Window,Distracted Behavior,0:02:33,0:02:36,Class 7,Scarf
,Rightside Window,Distracted Behavior,0:02:53,0:03:09,Class 6,Scarf
,Rightside Window,Distracted Behavior,0:03:21,0:03:25,Class 13,Scarf
,Rightside Window,Distracted Behavior,0:03:55,0:04:01,Class 1,Scarf
,Rightside Window,Distracted Behavior,0:04:04,0:04:11,Class 1,Scarf
,Rightside Window,Distracted Behavior,0:05:30,0:05:59,Class 4,Scarf
,Rightside Window,Distracted Behavior,0:06:05,0:06:23,Class 15,Scarf
,Rightside Window,Distracted Behavior,0:06:27,0:06:34,Class 0,Scarf
,Rightside Window,Distracted Behavior,0:06:39,0:07:02,Class 8,Scarf
,Rightside Window,Distracted Behavior,0:07:16,0:07:40,Class 3,Scarf
,Rightside Window,Distracted Behavior,0:08:02,0:08:06,Class 11,Scarf
Right_side_window_User_id_96269_7,Rightside Window,Distracted Behavior,0:00:07,0:00:32,Class 14,Hat
,Rightside Window,Distracted Behavior,0:00:46,0:00:49,Class 10,Hat
,Rightside Window,Distracted Behavior,0:01:10,0:01:27,Class 2,Hat
,Rightside Window,Distracted Behavior,0:01:42,0:01:48,Class 12,Hat
,Rightside Window,Distracted Behavior,0:02:21,0:02:24,Class 7,Hat
,Rightside Window,Distracted Behavior,0:02:38,0:02:57,Class 6,Hat
,Rightside Window,Distracted Behavior,0:03:07,0:03:11,Class 13,Hat
,Rightside Window,Distracted Behavior,0:03:43,0:03:54,Class 1,Hat
,Rightside Window,Distracted Behavior,0:04:55,0:04:58,Class 9,Hat
,Rightside Window,Distracted Behavior,0:05:19,0:05:43,Class 4,Hat
,Rightside Window,Distracted Behavior,0:05:53,0:06:11,Class 15,Hat
,Rightside Window,Distracted Behavior,0:06:28,0:06:47,Class 8,Hat
,Rightside Window,Distracted Behavior,0:06:51,0:06:54,Class 14,Hat
,Rightside Window,Distracted Behavior,0:07:14,0:07:25,Class 11,Hat
,Rightside Window,Distracted Behavior,0:08:19,0:08:28,Class 5,Hat
,Rightside Window,Distracted Behavior,0:00:01,0:00:06,Class 0,Hat
