Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_46856_5,Dashboard,Distracted Behavior,0:00:10,0:00:29,Class 6,None
,Dashboard,Distracted Behavior,0:00:41,0:01:06,Class 2,None
,Dashboard,Distracted Behavior,0:01:19,0:01:23,Class 1,None
,Dashboard,Distracted Behavior,0:01:54,0:01:57,Class 9,None
,Dashboard,Distracted Behavior,0:02:16,0:02:35,Class 3,None
,Dashboard,Distracted Behavior,0:02:51,0:02:56,Class 8,None
,Dashboard,Distracted Behavior,0:03:27,0:03:30,Class 7,None
,Dashboard,Distracted Behavior,0:03:51,0:04:14,Class 0,None
,Dashboard,Distracted Behavior,0:04:25,0:04:28,Class 13,None
,Dashboard,Distracted Behavior,0:04:57,0:05:18,Class 12,None
,Dashboard,Distracted Behavior,0:05:34,0:05:52,Class 5,None
,Dashboard,Distracted Behavior,0:06:16,0:06:32,Class 11,None
,Dashboard,Distracted Behavior,0:06:44,0:07:00,Class 14,None
,Dashboard,Distracted Behavior,0:07:14,0:07:18,Class 10,None
,Dashboard,Distracted Behavior,0:07:34,0:07:49,Class 15,None
,Dashboard,Distracted Behavior,0:08:03,0:08:15,Class 4,None
Dashboard_User_id_46856_7,Dashboard,Distracted Behavior,0:00:10,0:00:27,Class 6,Sunglasses
,Dashboard,Distracted Behavior,0:00:40,0:01:04,Class 2,Sunglasses
,Dashboard,Distracted Behavior,0:01:18,0:01:26,Class 1,Sunglasses
,Dashboard,Distracted Behavior,0:01:54,0:01:57,Class 9,Sunglasses
,Dashboard,Distracted Behavior,0:02:16,0:02:34,Class 3,Sunglasses
,Dashboard,Distracted Behavior,0:02:50,0:02:56,Class 8,Sunglasses
,Dashboard,Distracted Behavior,0:03:26,0:03:29,Class 7,Sunglasses
,Dashboard,Distracted Behavior,0:03:49,0:04:10,Class 0,Sunglasses
,Dashboard,Distracted Behavior,0:04:24,0:04:29,Class 13,Sunglasses
,Dashboard,Distracted Behavior,0:04:56,0:05:13,Class 12,Sunglasses
,Dashboard,Distracted Behavior,0:05:32,0:05:51,Class 5,Sunglasses
,Dashboard,Distracted Behavior,0:06:14,0:06:31,Class 11,Sunglasses
,Dashboard,Distracted Behavior,0:06:43,0:07:00,Class 14,Sunglasses
,Dashboard,Distracted Behavior,0:07:14,0:07:18,Class 10,Sunglasses
,Dashboard,Distracted Behavior,0:07:32,0:07:48,Class 15,Sunglasses
,Dashboard,Distracted Behavior,0:08:02,0:08:17,Class 4,Sunglasses
Rearview_User_id_46856_5,Rearview,Distracted Behavior,0:00:10,0:00:29,Class 6,None
,Rearview,Distracted Behavior,0:00:41,0:01:06,Class 2,None
,Rearview,Distracted Behavior,0:01:19,0:01:23,Class 1,None
,Rearview,Distracted Behavior,0:01:54,0:01:57,Class 9,None
,Rearview,Distracted Behavior,0:02:16,0:02:35,Class 3,None
,Rearview,Distracted Behavior,0:02:51,0:02:56,Class 8,None
,Rearview,Distracted Behavior,0:03:27,0:03:30,Class 7,None
,Rearview,Distracted Behavior,0:03:51,0:04:14,Class 0,None
,Rearview,Distracted Behavior,0:04:25,0:04:28,Class 13,None
,Rearview,Distracted Behavior,0:04:57,0:05:18,Class 12,None
,Rearview,Distracted Behavior,0:05:34,0:05:52,Class 5,None
,Rearview,Distracted Behavior,0:06:16,0:06:32,Class 11,None
,Rearview,Distracted Behavior,0:06:44,0:07:00,Class 14,None
,Rearview,Distracted Behavior,0:07:14,0:07:18,Class 10,None
,Rearview,Distracted Behavior,0:07:34,0:07:49,Class 15,None
,Rearview,Distracted Behavior,0:08:03,0:08:15,Class 4,None
Rearview_User_id_46856_7,Rearview,Distracted Behavior,0:00:10,0:00:27,Class 6,Sunglasses
,Rearview,Distracted Behavior,0:00:40,0:01:04,Class 2,Sunglasses
,Rearview,Distracted Behavior,0:01:18,0:01:26,Class 1,Sunglasses
,Rearview,Distracted Behavior,0:01:54,0:01:57,Class 9,Sunglasses
,Rearview,Distracted Behavior,0:02:16,0:02:34,Class 3,Sunglasses
,Rearview,Distracted Behavior,0:02:50,0:02:56,Class 8,Sunglasses
,Rearview,Distracted Behavior,0:03:26,0:03:29,Class 7,Sunglasses
,Rearview,Distracted Behavior,0:03:49,0:04:10,Class 0,Sunglasses
,Rearview,Distracted Behavior,0:04:24,0:04:29,Class 13,Sunglasses
,Rearview,Distracted Behavior,0:04:56,0:05:13,Class 12,Sunglasses
,Rearview,Distracted Behavior,0:05:32,0:05:51,Class 5,Sunglasses
,Rearview,Distracted Behavior,0:06:14,0:06:31,Class 11,Sunglasses
,Rearview,Distracted Behavior,0:06:43,0:07:00,Class 14,Sunglasses
,Rearview,Distracted Behavior,0:07:14,0:07:18,Class 10,Sunglasses
,Rearview,Distracted Behavior,0:07:32,0:07:48,Class 15,Sunglasses
,Rearview,Distracted Behavior,0:08:02,0:08:17,Class 4,Sunglasses
Right_side_window_User_id_46856_5,Rightside Window,Distracted Behavior,0:00:10,0:00:29,Class 6,None
,Rightside Window,Distracted Behavior,0:00:41,0:01:06,Class 2,None
,Rightside Window,Distracted Behavior,0:01:19,0:01:23,Class 1,None
,Rightside Window,Distracted Behavior,0:01:54,0:01:57,Class 9,None
,Rightside Window,Distracted Behavior,0:02:16,0:02:35,Class 3,None
,Rightside Window,Distracted Behavior,0:02:51,0:02:56,Class 8,None
,Rightside Window,Distracted Behavior,0:03:27,0:03:30,Class 7,None
,Rightside Window,Distracted Behavior,0:03:51,0:04:14,Class 0,None
,Rightside Window,Distracted Behavior,0:04:25,0:04:28,Class 13,None
,Rightside Window,Distracted Behavior,0:04:57,0:05:18,Class 12,None
,Rightside Window,Distracted Behavior,0:05:34,0:05:52,Class 5,None
,Rightside Window,Distracted Behavior,0:06:16,0:06:32,Class 11,None
,Rightside Window,Distracted Behavior,0:06:44,0:07:00,Class 14,None
,Rightside Window,Distracted Behavior,0:07:14,0:07:18,Class 10,None
,Rightside Window,Distracted Behavior,0:07:34,0:07:49,Class 15,None
,Rightside Window,Distracted Behavior,0:08:03,0:08:15,Class 4,None
Right_side_window_User_id_46856_7,Rightside Window,Distracted Behavior,0:00:10,0:00:27,Class 6,Sunglasses
,Rightside Window,Distracted Behavior,0:00:40,0:01:04,Class 2,Sunglasses
,Rightside Window,Distracted Behavior,0:01:18,0:01:26,Class 1,Sunglasses
,Rightside Window,Distracted Behavior,0:01:54,0:01:57,Class 9,Sunglasses
,Rightside Window,Distracted Behavior,0:02:16,0:02:34,Class 3,Sunglasses
,Rightside Window,Distracted Behavior,0:02:50,0:02:56,Class 8,Sunglasses
,Rightside Window,Distracted Behavior,0:03:26,0:03:29,Class 7,Sunglasses
,Rightside Window,Distracted Behavior,0:03:49,0:04:10,Class 0,Sunglasses
,Rightside Window,Distracted Behavior,0:04:24,0:04:29,Class 13,Sunglasses
,Rightside Window,Distracted Behavior,0:04:56,0:05:13,Class 12,Sunglasses
,Rightside Window,Distracted Behavior,0:05:32,0:05:51,Class 5,Sunglasses
,Rightside Window,Distracted Behavior,0:06:14,0:06:31,Class 11,Sunglasses
,Rightside Window,Distracted Behavior,0:06:43,0:07:00,Class 14,Sunglasses
,Rightside Window,Distracted Behavior,0:07:14,0:07:18,Class 10,Sunglasses
,Rightside Window,Distracted Behavior,0:07:32,0:07:48,Class 15,Sunglasses
,Rightside Window,Distracted Behavior,0:08:02,0:08:17,Class 4,Sunglasses
