Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_63513_5,Dashboard,Distracted Behavior,0:00:09,0:00:12,Class 4,None
,Dashboard,Distracted Behavior,0:00:41,0:00:46,Class 10,None
,Dashboard,Distracted Behavior,0:01:06,0:01:26,Class 15,None
,Dashboard,Distracted Behavior,0:01:50,0:02:00,Class 1,None
,Dashboard,Distracted Behavior,0:02:49,0:02:53,Class 7,None
,Dashboard,Distracted Behavior,0:03:08,0:03:13,Class 13,None
,Dashboard,Distracted Behavior,0:03:55,0:04:06,Class 11,None
,Dashboard,Distracted Behavior,0:04:23,0:04:26,Class 9,None
,Dashboard,Distracted Behavior,0:04:48,0:05:07,Class 0,None
,Dashboard,Distracted Behavior,0:05:53,0:06:05,Class 6,None
,Dashboard,Distracted Behavior,0:06:20,0:06:29,Class 5,None
,Dashboard,Distracted Behavior,0:06:53,0:07:02,Class 14,None
,Dashboard,Distracted Behavior,0:07:32,0:07:54,Class 12,None
,Dashboard,Distracted Behavior,0:08:09,0:08:16,Class 8,None
,Dashboard,Distracted Behavior,0:08:50,0:08:56,Class 3,None
,Dashboard,Distracted Behavior,0:09:07,0:09:14,Class 2,None
Dashboard_User_id_63513_7,Dashboard,Distracted Behavior,0:00:12,0:00:15,Class 4,Sunglasses
,Dashboard,Distracted Behavior,0:00:42,0:00:45,Class 10,Sunglasses
,Dashboard,Distracted Behavior,0:01:06,0:01:18,Class 15,Sunglasses
,Dashboard,Distracted Behavior,0:01:45,0:01:48,Class 1,Sunglasses
,Dashboard,Distracted Behavior,0:02:19,0:02:27,Class 3,Sunglasses
,Dashboard,Distracted Behavior,0:02:47,0:02:53,Class 7,Sunglasses
,Dashboard,Distracted Behavior,0:03:08,0:03:13,Class 13,Sunglasses
,Dashboard,Distracted Behavior,0:03:55,0:04:02,Class 11,Sunglasses
,Dashboard,Distracted Behavior,0:04:22,0:04:25,Class 9,Sunglasses
,Dashboard,Distracted Behavior,0:04:46,0:05:08,Class 0,Sunglasses
,Dashboard,Distracted Behavior,0:05:25,0:05:34,Class 2,Sunglasses
,Dashboard,Distracted Behavior,0:05:52,0:06:01,Class 6,Sunglasses
,Dashboard,Distracted Behavior,0:06:20,0:06:27,Class 5,Sunglasses
,Dashboard,Distracted Behavior,0:06:51,0:06:58,Class 14,Sunglasses
,Dashboard,Distracted Behavior,0:07:31,0:07:42,Class 12,Sunglasses
,Dashboard,Distracted Behavior,0:08:09,0:08:18,Class 8,Sunglasses
Rearview_User_id_63513_5,Rearview,Distracted Behavior,0:00:09,0:00:12,Class 4,None
,Rearview,Distracted Behavior,0:00:41,0:00:46,Class 10,None
,Rearview,Distracted Behavior,0:01:06,0:01:26,Class 15,None
,Rearview,Distracted Behavior,0:01:49,0:01:59,Class 1,None
,Rearview,Distracted Behavior,0:02:49,0:02:54,Class 7,None
,Rearview,Distracted Behavior,0:03:08,0:03:13,Class 13,None
,Rearview,Distracted Behavior,0:03:55,0:04:05,Class 11,None
,Rearview,Distracted Behavior,0:04:23,0:04:26,Class 9,None
,Rearview,Distracted Behavior,0:04:47,0:05:07,Class 0,None
