Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_78052_9,Dashboard,Distracted Behavior,0:00:09,0:00:15,Class 10,Hat
,Dashboard,Distracted Behavior,0:00:33,0:00:40,Class 9,Hat
,Dashboard,Distracted Behavior,0:00:49,0:00:54,Class 13,Hat
,Dashboard,Distracted Behavior,0:01:24,0:01:28,Class 8,Hat
,Dashboard,Distracted Behavior,0:01:30,0:01:35,Class 8,Hat
,Dashboard,Distracted Behavior,0:01:55,0:02:16,Class 15,Hat
,Dashboard,Distracted Behavior,0:02:37,0:02:40,Class 1,Hat
,Dashboard,Distracted Behavior,0:03:05,0:03:28,Class 11,Hat
,Dashboard,Distracted Behavior,0:03:45,0:03:50,Class 7,Hat
,Dashboard,Distracted Behavior,0:04:07,0:04:24,Class 6,Hat
,Dashboard,Distracted Behavior,0:04:41,0:04:56,Class 3,Hat
,Dashboard,Distracted Behavior,0:05:17,0:05:27,Class 12,Hat
,Dashboard,Distracted Behavior,0:05:50,0:05:54,Class 14,Hat
,Dashboard,Distracted Behavior,0:06:25,0:06:39,Class 5,Hat
,Dashboard,Distracted Behavior,0:06:59,0:07:12,Class 4,Hat
,Dashboard,Distracted Behavior,0:07:37,0:07:45,Class 2,Hat
,Dashboard,Distracted Behavior,0:07:59,0:08:20,Class 4,Hat
Dashboard_User_id_78052_11,Dashboard,Distracted Behavior,0:00:09,0:00:17,Class 10,Sunglasses
,Dashboard,Distracted Behavior,0:00:33,0:00:36,Class 9,Sunglasses
,Dashboard,Distracted Behavior,0:00:50,0:00:58,Class 13,Sunglasses
,Dashboard,Distracted Behavior,0:01:23,0:01:31,Class 8,Sunglasses
,Dashboard,Distracted Behavior,0:01:55,0:02:17,Class 15,Sunglasses
,Dashboard,Distracted Behavior,0:02:36,0:02:39,Class 1,Sunglasses
,Dashboard,Distracted Behavior,0:03:11,0:03:22,Class 11,Sunglasses
,Dashboard,Distracted Behavior,0:03:43,0:03:49,Class 7,Sunglasses
,Dashboard,Distracted Behavior,0:04:06,0:04:24,Class 6,Sunglasses
,Dashboard,Distracted Behavior,0:04:46,0:04:59,Class 3,Sunglasses
,Dashboard,Distracted Behavior,0:05:17,0:05:31,Class 12,Sunglasses
,Dashboard,Distracted Behavior,0:05:50,0:05:55,Class 14,Sunglasses
,Dashboard,Distracted Behavior,0:06:23,0:06:36,Class 5,Sunglasses
,Dashboard,Distracted Behavior,0:06:57,0:07:12,Class 4,Sunglasses
,Dashboard,Distracted Behavior,0:07:38,0:07:48,Class 2,Sunglasses
,Dashboard,Distracted Behavior,0:07:59,0:08:20,Class 0,Sunglasses
Rearview_User_id_78052_9,Rearview,Distracted Behavior,0:00:09,0:00:15,Class 10,Hat
,Rearview,Distracted Behavior,0:00:33,0:00:40,Class 9,Hat
,Rearview,Distracted Behavior,0:00:49,0:00:54,Class 13,Hat
,Rearview,Distracted Behavior,0:01:24,0:01:28,Class 8,Hat
,Rearview,Distracted Behavior,0:01:30,0:01:35,Class 8,Hat
,Rearview,Distracted Behavior,0:01:55,0:02:16,Class 15,Hat
,Rearview,Distracted Behavior,0:02:37,0:02:40,Class 1,Hat
,Rearview,Distracted Behavior,0:03:05,0:03:28,Class 11,Hat
,Rearview,Distracted Behavior,0:03:45,0:03:50,Class 7,Hat
