Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_user_id_60768_5,Dashboard,Distracted Behavior,0:00:07,0:00:32,Class 5,None
,Dashboard,Distracted Behavior,0:00:50,0:01:04,Class 4,None
,Dashboard,Distracted Behavior,0:01:15,0:01:33,Class 14,None
,Dashboard,Distracted Behavior,0:01:49,0:02:09,Class 0,None
,Dashboard,Distracted Behavior,0:02:24,0:02:48,Class 12,None
,Dashboard,Distracted Behavior,0:03:02,0:03:08,Class 7,None
,Dashboard,Distracted Behavior,0:03:27,0:03:36,Class 2,None
,Dashboard,Distracted Behavior,0:03:49,0:04:14,Class 3,None
,Dashboard,Distracted Behavior,0:04:27,0:04:52,Class 15,None
,Dashboard,Distracted Behavior,0:05:05,0:05:13,Class 10,None
,Dashboard,Distracted Behavior,0:05:33,0:05:36,Class 1,None
,Dashboard,Distracted Behavior,0:06:00,0:06:16,Class 8,None
,Dashboard,Distracted Behavior,0:06:47,0:07:08,Class 11,None
,Dashboard,Distracted Behavior,0:07:33,0:07:38,Class 13,None
,Dashboard,Distracted Behavior,0:07:55,0:08:20,Class 6,None
,Dashboard,Distracted Behavior,0:08:33,0:08:42,Class 9,None
Dashboard_user_id_60768_7,Dashboard,Distracted Behavior,0:00:07,0:00:32,Class 5,Hat
,Dashboard,Distracted Behavior,0:00:53,0:01:04,Class 4,Hat
,Dashboard,Distracted Behavior,0:01:15,0:01:34,Class 14,Hat
,Dashboard,Distracted Behavior,0:01:49,0:02:09,Class 0,Hat
,Dashboard,Distracted Behavior,0:02:24,0:02:48,Class 12,Hat
,Dashboard,Distracted Behavior,0:03:02,0:03:12,Class 7,Hat
,Dashboard,Distracted Behavior,0:03:27,0:03:37,Class 2,Hat
,Dashboard,Distracted Behavior,0:04:00,0:04:14,Class 3,Hat
,Dashboard,Distracted Behavior,0:04:27,0:04:52,Class 15,Hat
,Dashboard,Distracted Behavior,0:05:08,0:05:13,Class 10,Hat
,Dashboard,Distracted Behavior,0:05:34,0:05:39,Class 1,Hat
,Dashboard,Distracted Behavior,0:06:00,0:06:15,Class 8,Hat
,Dashboard,Distracted Behavior,0:06:47,0:07:11,Class 11,Hat
,Dashboard,Distracted Behavior,0:07:22,0:07:31,Class 13,Hat
,Dashboard,Distracted Behavior,0:07:55,0:08:20,Class 6,Hat
,Dashboard,Distracted Behavior,0:08:35,0:08:39,Class 9,Hat
Rear_view_user_id_60768_5,Rearview,Distracted Behavior,0:00:07,0:00:32,Class 5,None
,Rearview,Distracted Behavior,0:00:50,0:01:04,Class 4,None
,Rearview,Distracted Behavior,0:01:15,0:01:34,Class 14,None
,Rearview,Distracted Behavior,0:01:49,0:02:09,Class 0,None
,Rearview,Distracted Behavior,0:02:24,0:02:48,Class 12,None
,Rearview,Distracted Behavior,0:03:02,0:03:08,Class 7,None
,Rearview,Distracted Behavior,0:03:27,0:03:36,Class 2,None
,Rearview,Distracted Behavior,0:03:49,0:04:14,Class 3,None
,Rearview,Distracted Behavior,0:04:27,0:04:52,Class 15,None
,Rearview,Distracted Behavior,0:05:05,0:05:13,Class 10,None
,Rearview,Distracted Behavior,0:05:33,0:05:36,Class 1,None
,Rearview,Distracted Behavior,0:06:00,0:06:16,Class 8,None
,Rearview,Distracted Behavior,0:06:47,0:07:08,Class 11,None
,Rearview,Distracted Behavior,0:07:33,0:07:38,Class 13,None
,Rearview,Distracted Behavior,0:07:55,0:08:21,Class 6,None
,Rearview,Distracted Behavior,0:08:33,0:08:42,Class 9,None
Rear_view_user_id_60768_7,Rearview,Distracted Behavior,0:00:08,0:00:32,Class 5,Hat
,Rearview,Distracted Behavior,0:00:53,0:01:04,Class 4,Hat
,Rearview,Distracted Behavior,0:01:15,0:01:34,Class 14,Hat
,Rearview,Distracted Behavior,0:01:49,0:02:09,Class 0,Hat
,Rearview,Distracted Behavior,0:02:24,0:02:48,Class 12,Hat
,Rearview,Distracted Behavior,0:03:02,0:03:12,Class 7,Hat
,Rearview,Distracted Behavior,0:03:27,0:03:37,Class 2,Hat
,Rearview,Distracted Behavior,0:04:00,0:04:14,Class 3,Hat
,Rearview,Distracted Behavior,0:04:27,0:04:52,Class 15,Hat
,Rearview,Distracted Behavior,0:05:08,0:05:13,Class 10,Hat
,Rearview,Distracted Behavior,0:05:34,0:05:39,Class 1,Hat
,Rearview,Distracted Behavior,0:06:00,0:06:15,Class 8,Hat
,Rearview,Distracted Behavior,0:06:47,0:07:11,Class 11,Hat
,Rearview,Distracted Behavior,0:07:22,0:07:31,Class 13,Hat
,Rearview,Distracted Behavior,0:07:55,0:08:21,Class 6,Hat
,Rearview,Distracted Behavior,0:08:35,0:08:39,Class 9,Hat
Right_side_window_user_id_60768_5,Rightside Window,Distracted Behavior,0:00:07,0:00:32,Class 5,None
,Rightside Window,Distracted Behavior,0:00:50,0:01:04,Class 4,None
,Rightside Window,Distracted Behavior,0:01:15,0:01:33,Class 14,None
,Rightside Window,Distracted Behavior,0:01:49,0:02:09,Class 0,None
,Rightside Window,Distracted Behavior,0:02:24,0:02:48,Class 12,None
,Rightside Window,Distracted Behavior,0:03:02,0:03:08,Class 7,None
,Rightside Window,Distracted Behavior,0:03:27,0:03:36,Class 2,None
,Rightside Window,Distracted Behavior,0:03:49,0:04:14,Class 3,None
,Rightside Window,Distracted Behavior,0:04:27,0:04:52,Class 15,None
,Rightside Window,Distracted Behavior,0:05:05,0:05:13,Class 10,None
,Rightside Window,Distracted Behavior,0:05:33,0:05:36,Class 1,None
,Rightside Window,Distracted Behavior,0:06:00,0:06:16,Class 8,None
,Rightside Window,Distracted Behavior,0:06:47,0:07:08,Class 11,None
,Rightside Window,Distracted Behavior,0:07:33,0:07:38,Class 13,None
,Rightside Window,Distracted Behavior,0:07:55,0:08:20,Class 6,None
,Rightside Window,Distracted Behavior,0:08:33,0:08:42,Class 9,None
Right_side_window_user_id_60768_7,Rightside Window,Distracted Behavior,0:00:07,0:00:32,Class 5,Hat
,Rightside Window,Distracted Behavior,0:00:53,0:01:04,Class 4,Hat
,Rightside Window,Distracted Behavior,0:01:15,0:01:33,Class 14,Hat
,Rightside Window,Distracted Behavior,0:01:49,0:02:09,Class 0,Hat
,Rightside Window,Distracted Behavior,0:02:24,0:02:48,Class 12,Hat
,Rightside Window,Distracted Behavior,0:03:02,0:03:12,Class 7,Hat
,Rightside Window,Distracted Behavior,0:03:27,0:03:37,Class 2,Hat
,Rightside Window,Distracted Behavior,0:04:00,0:04:14,Class 3,Hat
,Rightside Window,Distracted Behavior,0:04:27,0:04:52,Class 15,Hat
,Rightside Window,Distracted Behavior,0:05:08,0:05:13,Class 10,Hat
,Rightside Window,Distracted Behavior,0:05:34,0:05:39,Class 1,Hat
,Rightside Window,Distracted Behavior,0:06:00,0:06:15,Class 8,Hat
,Rightside Window,Distracted Behavior,0:06:47,0:07:11,Class 11,Hat
,Rightside Window,Distracted Behavior,0:07:22,0:07:31,Class 13,Hat
,Rightside Window,Distracted Behavior,0:07:55,0:08:20,Class 6,Hat
,Rightside Window,Distracted Behavior,0:08:35,0:08:39,Class 9,Hat
