Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_42711_5,Dashboard,Distracted Behavior,00:00:07,00:00:25,Class 1,None
,Dashboard,Distracted Behavior,00:00:57,00:01:06,Class 3,None
,Dashboard,Distracted Behavior,00:01:16,00:01:37,Class 5,None
,Dashboard,Distracted Behavior,00:01:50,00:02:15,Class 0,None
,Dashboard,Distracted Behavior,00:02:29,00:02:37,Class 7,None
,Dashboard,Distracted Behavior,00:02:49,00:03:16,Class 14,None
,Dashboard,Distracted Behavior,00:03:33,00:03:44,Class 2,None
,Dashboard,Distracted Behavior,00:03:54,00:04:14,Class 13,None
,Dashboard,Distracted Behavior,00:04:30,00:04:49,Class 15,None
,Dashboard,Distracted Behavior,00:05:05,00:05:09,Class 9,None
,Dashboard,Distracted Behavior,00:05:28,00:05:50,Class 4,None
,Dashboard,Distracted Behavior,00:05:56,00:06:22,Class 6,None
,Dashboard,Distracted Behavior,00:06:34,00:06:55,Class 12,None
,Dashboard,Distracted Behavior,00:07:17,00:07:40,Class 11,None
,Dashboard,Distracted Behavior,00:07:53,00:07:56,Class 10,None
,Dashboard,Distracted Behavior,00:08:15,00:08:24,Class 8,None
Dashboard_User_id_42711_7,Dashboard,Distracted Behavior,00:00:14,00:00:19,Class 1,Sunglasses
,Dashboard,Distracted Behavior,00:00:53,00:01:06,Class 3,Sunglasses
,Dashboard,Distracted Behavior,00:01:18,00:01:31,Class 5,Sunglasses
,Dashboard,Distracted Behavior,00:01:51,00:02:15,Class 0,Sunglasses
,Dashboard,Distracted Behavior,00:02:30,00:02:36,Class 7,Sunglasses
,Dashboard,Distracted Behavior,00:02:50,00:02:57,Class 14,Sunglasses
,Dashboard,Distracted Behavior,00:03:34,00:03:44,Class 2,Sunglasses
,Dashboard,Distracted Behavior,00:03:55,00:03:58,Class 13,Sunglasses
,Dashboard,Distracted Behavior,00:04:30,00:04:49,Class 15,Sunglasses
,Dashboard,Distracted Behavior,00:05:04,00:05:07,Class 9,Sunglasses
,Dashboard,Distracted Behavior,00:05:25,00:05:30,Class 4,Sunglasses
,Dashboard,Distracted Behavior,00:05:57,00:06:13,Class 6,Sunglasses
,Dashboard,Distracted Behavior,00:06:34,00:06:54,Class 12,Sunglasses
,Dashboard,Distracted Behavior,00:07:16,00:07:40,Class 11,Sunglasses
,Dashboard,Distracted Behavior,00:07:53,00:07:58,Class 10,Sunglasses
,Dashboard,Distracted Behavior,00:08:16,00:08:29,Class 8,Sunglasses
Rearview_User_id_42711_5,Rearview,Distracted Behavior,00:00:07,00:00:25,Class 1,None
,Rearview,Distracted Behavior,00:00:57,00:01:06,Class 3,None
,Rearview,Distracted Behavior,00:01:16,00:01:37,Class 5,None
,Rearview,Distracted Behavior,00:01:50,00:02:15,Class 0,None
,Rearview,Distracted Behavior,00:02:29,00:02:37,Class 7,None
,Rearview,Distracted Behavior,00:02:49,00:03:16,Class 14,None
,Rearview,Distracted Behavior,00:03:33,00:03:44,Class 2,None
,Rearview,Distracted Behavior,00:03:54,00:04:14,Class 13,None
,Rearview,Distracted Behavior,00:04:30,00:04:49,Class 15,None
,Rearview,Distracted Behavior,00:05:05,00:05:09,Class 9,None
,Rearview,Distracted Behavior,00:05:28,00:05:50,Class 4,None
,Rearview,Distracted Behavior,00:05:56,00:06:22,Class 6,None
,Rearview,Distracted Behavior,00:06:34,00:06:55,Class 12,None
,Rearview,Distracted Behavior,00:07:17,00:07:40,Class 11,None
,Rearview,Distracted Behavior,00:07:53,00:07:56,Class 10,None
,Rearview,Distracted Behavior,00:08:15,00:08:24,Class 8,None
Rearview_User_id_42711_7,Rearview,Distracted Behavior,00:00:14,00:00:19,Class 1,Sunglasses
,Rearview,Distracted Behavior,00:00:53,00:01:06,Class 3,Sunglasses
,Rearview,Distracted Behavior,00:01:18,00:01:31,Class 5,Sunglasses
,Rearview,Distracted Behavior,00:01:51,00:02:15,Class 0,Sunglasses
,Rearview,Distracted Behavior,00:02:30,00:02:36,Class 7,Sunglasses
,Rearview,Distracted Behavior,00:02:50,00:02:57,Class 14,Sunglasses
,Rearview,Distracted Behavior,00:03:34,00:03:44,Class 2,Sunglasses
,Rearview,Distracted Behavior,00:03:55,00:03:58,Class 13,Sunglasses
,Rearview,Distracted Behavior,00:04:30,00:04:49,Class 15,Sunglasses
,Rearview,Distracted Behavior,00:05:04,00:05:07,Class 9,Sunglasses
,Rearview,Distracted Behavior,00:05:25,00:05:30,Class 4,Sunglasses
,Rearview,Distracted Behavior,00:05:57,00:06:13,Class 6,Sunglasses
,Rearview,Distracted Behavior,00:06:34,00:06:54,Class 12,Sunglasses
,Rearview,Distracted Behavior,00:07:16,00:07:40,Class 11,Sunglasses
,Rearview,Distracted Behavior,00:07:53,00:07:58,Class 10,Sunglasses
,Rearview,Distracted Behavior,00:08:16,00:08:29,Class 8,Sunglasses
Right_side_window_User_id_42711_5,Rightside Window,Distracted Behavior,00:00:07,00:00:25,Class 1,None
,Rightside Window,Distracted Behavior,00:00:57,00:01:06,Class 3,None
,Rightside Window,Distracted Behavior,00:01:16,00:01:37,Class 5,None
,Rightside Window,Distracted Behavior,00:01:50,00:02:15,Class 0,None
,Rightside Window,Distracted Behavior,00:02:29,00:02:37,Class 7,None
