Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_59581_5,Dashboard,Distracted Behavior,0:00:00,0:00:33,Class 0,None
,Dashboard,Distracted Behavior,0:00:39,0:00:58,Class 15,None
,Dashboard,Distracted Behavior,0:01:21,0:01:31,Class 3,None
,Dashboard,Distracted Behavior,0:01:47,0:02:03,Class 2,None
,Dashboard,Distracted Behavior,0:02:19,0:02:23,Class 9,None
,Dashboard,Distracted Behavior,0:02:43,0:02:48,Class 10,None
,Dashboard,Distracted Behavior,0:03:05,0:03:14,Class 13,None
,Dashboard,Distracted Behavior,0:03:38,0:03:46,Class 7,None
,Dashboard,Distracted Behavior,0:04:00,0:04:12,Class 8,None
,Dashboard,Distracted Behavior,0:04:33,0:04:44,Class 1,None
,Dashboard,Distracted Behavior,0:05:25,0:05:34,Class 11,None
,Dashboard,Distracted Behavior,0:06:20,0:06:37,Class 14,None
,Dashboard,Distracted Behavior,0:06:53,0:07:10,Class 6,None
,Dashboard,Distracted Behavior,0:07:38,0:07:43,Class 12,None
,Dashboard,Distracted Behavior,0:08:00,0:08:15,Class 5,None
Dashboard_User_id_59581_7,Dashboard,Distracted Behavior,0:00:37,0:00:58,Class 15,Hat
,Dashboard,Distracted Behavior,0:01:23,0:01:31,Class 3,Hat
,Dashboard,Distracted Behavior,0:01:50,0:02:04,Class 2,Hat
,Dashboard,Distracted Behavior,0:02:35,0:02:40,Class 0,Hat
,Dashboard,Distracted Behavior,0:02:43,0:02:50,Class 10,Hat
,Dashboard,Distracted Behavior,0:03:10,0:03:13,Class 13,Hat
,Dashboard,Distracted Behavior,0:03:37,0:03:42,Class 7,Hat
,Dashboard,Distracted Behavior,0:04:00,0:04:11,Class 8,Hat
,Dashboard,Distracted Behavior,0:04:33,0:04:44,Class 1,Hat
,Dashboard,Distracted Behavior,0:05:00,0:05:05,Class 0,Hat
,Dashboard,Distracted Behavior,0:05:17,0:05:34,Class 11,Hat
,Dashboard,Distracted Behavior,0:05:51,0:06:19,Class 4,Hat
,Dashboard,Distracted Behavior,0:06:20,0:06:36,Class 14,Hat
,Dashboard,Distracted Behavior,0:06:52,0:07:11,Class 6,Hat
,Dashboard,Distracted Behavior,0:07:33,0:07:43,Class 12,Hat
,Dashboard,Distracted Behavior,0:07:57,0:08:16,Class 5,Hat
Rearview_User_id_59581_5,Rearview,Distracted Behavior,0:00:00,0:00:33,Class 0,None
,Rearview,Distracted Behavior,0:00:39,0:00:58,Class 15,None
,Rearview,Distracted Behavior,0:01:21,0:01:31,Class 3,None
,Rearview,Distracted Behavior,0:01:47,0:02:03,Class 2,None
,Rearview,Distracted Behavior,0:02:19,0:02:23,Class 9,None
,Rearview,Distracted Behavior,0:02:43,0:02:48,Class 10,None
,Rearview,Distracted Behavior,0:03:05,0:03:14,Class 13,None
,Rearview,Distracted Behavior,0:03:38,0:03:46,Class 7,None
,Rearview,Distracted Behavior,0:04:00,0:04:12,Class 8,None
,Rearview,Distracted Behavior,0:04:33,0:04:44,Class 1,None
,Rearview,Distracted Behavior,0:05:25,0:05:34,Class 11,None
,Rearview,Distracted Behavior,0:06:20,0:06:37,Class 14,None
,Rearview,Distracted Behavior,0:06:53,0:07:10,Class 6,None
,Rearview,Distracted Behavior,0:07:38,0:07:43,Class 12,None
,Rearview,Distracted Behavior,0:08:00,0:08:15,Class 5,None
Rearview_User_id_59581_7,Rearview,Distracted Behavior,0:00:37,0:00:58,Class 15,Hat
,Rearview,Distracted Behavior,0:01:23,0:01:31,Class 3,Hat
,Rearview,Distracted Behavior,0:01:50,0:02:04,Class 2,Hat
,Rearview,Distracted Behavior,0:02:35,0:02:40,Class 0,Hat
,Rearview,Distracted Behavior,0:02:43,0:02:50,Class 10,Hat
,Rearview,Distracted Behavior,0:03:10,0:03:13,Class 13,Hat
,Rearview,Distracted Behavior,0:03:37,0:03:42,Class 7,Hat
,Rearview,Distracted Behavior,0:04:00,0:04:11,Class 8,Hat
,Rearview,Distracted Behavior,0:04:33,0:04:44,Class 1,Hat
,Rearview,Distracted Behavior,0:05:00,0:05:05,Class 0,Hat
,Rearview,Distracted Behavior,0:05:17,0:05:34,Class 11,Hat
,Rearview,Distracted Behavior,0:05:51,0:06:19,Class 4,Hat
,Rearview,Distracted Behavior,0:06:20,0:06:36,Class 14,Hat
,Rearview,Distracted Behavior,0:06:52,0:07:11,Class 6,Hat
,Rearview,Distracted Behavior,0:07:33,0:07:43,Class 12,Hat
,Rearview,Distracted Behavior,0:07:57,0:08:16,Class 5,Hat
Right_side_window_User_id_59581_5,Rightside Window,Distracted Behavior,0:00:00,0:00:33,Class 0,None
,Rightside Window,Distracted Behavior,0:00:39,0:00:58,Class 15,None
,Rightside Window,Distracted Behavior,0:01:21,0:01:31,Class 3,None
,Rightside Window,Distracted Behavior,0:01:47,0:02:03,Class 2,None
,Rightside Window,Distracted Behavior,0:02:19,0:02:23,Class 9,None
,Rightside Window,Distracted Behavior,0:02:43,0:02:48,Class 10,None
,Rightside Window,Distracted Behavior,0:03:05,0:03:14,Class 13,None
,Rightside Window,Distracted Behavior,0:03:38,0:03:46,Class 7,None
,Rightside Window,Distracted Behavior,0:04:00,0:04:12,Class 8,None
,Rightside Window,Distracted Behavior,0:04:33,0:04:44,Class 1,None
,Rightside Window,Distracted Behavior,0:05:25,0:05:34,Class 11,None
,Rightside Window,Distracted Behavior,0:06:20,0:06:37,Class 14,None
,Rightside Window,Distracted Behavior,0:06:53,0:07:10,Class 6,None
,Rightside Window,Distracted Behavior,0:07:38,0:07:43,Class 12,None
,Rightside Window,Distracted Behavior,0:08:00,0:08:15,Class 5,None
Right_side_window_User_id_59581_7,Rightside Window,Distracted Behavior,0:00:37,0:00:58,Class 15,Hat
,Rightside Window,Distracted Behavior,0:01:23,0:01:31,Class 3,Hat
,Rightside Window,Distracted Behavior,0:01:50,0:02:04,Class 2,Hat
,Rightside Window,Distracted Behavior,0:02:35,0:02:40,Class 0,Hat
,Rightside Window,Distracted Behavior,0:02:43,0:02:50,Class 10,Hat
,Rightside Window,Distracted Behavior,0:03:10,0:03:13,Class 13,Hat
,Rightside Window,Distracted Behavior,0:03:37,0:03:42,Class 7,Hat
,Rightside Window,Distracted Behavior,0:04:00,0:04:11,Class 8,Hat
,Rightside Window,Distracted Behavior,0:04:33,0:04:44,Class 1,Hat
,Rightside Window,Distracted Behavior,0:05:00,0:05:05,Class 0,Hat
,Rightside Window,Distracted Behavior,0:05:17,0:05:34,Class 11,Hat
,Rightside Window,Distracted Behavior,0:05:51,0:06:19,Class 4,Hat
,Rightside Window,Distracted Behavior,0:06:20,0:06:36,Class 14,Hat
,Rightside Window,Distracted Behavior,0:06:52,0:07:11,Class 6,Hat
,Rightside Window,Distracted Behavior,0:07:33,0:07:43,Class 12,Hat
,Rightside Window,Distracted Behavior,0:07:57,0:08:16,Class 5,Hat
