Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,0:00:09,0:00:32,Class 6,None
,Dashboard,Distracted Behavior,0:00:43,0:01:10,Class 4,None
,Dashboard,Distracted Behavior,0:01:39,0:02:05,Class 5,None
,Dashboard,Distracted Behavior,0:02:12,0:02:15,Class 13,None
,Dashboard,Distracted Behavior,0:02:16,0:02:36,Class 14,None
,Dashboard,Distracted Behavior,0:02:52,0:03:10,Class 8,None
,Dashboard,Distracted Behavior,0:03:29,0:03:42,Class 2,None
,Dashboard,Distracted Behavior,0:03:53,0:04:15,Class 3,None
,Dashboard,Distracted Behavior,0:04:19,0:04:23,Class 13,None
,Dashboard,Distracted Behavior,0:04:27,0:04:30,Class 1,None
,Dashboard,Distracted Behavior,0:04:51,0:04:56,Class 0,None
,Dashboard,Distracted Behavior,0:05:02,0:07:06,Class 7,None
,Dashboard,Distracted Behavior,0:05:21,0:05:24,Class 13,None
,Dashboard,Distracted Behavior,0:05:25,0:05:33,Class 10,None
,Dashboard,Distracted Behavior,0:06:20,0:06:46,Class 15,None
,Dashboard,Distracted Behavior,0:07:02,0:07:12,Class 9,None
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,0:00:10,0:00:30,Class 6,Sunglasses
,Dashboard,Distracted Behavior,0:00:44,0:01:11,Class 4,Sunglasses
,Dashboard,Distracted Behavior,0:01:12,0:01:16,Class 13,Sunglasses
,Dashboard,Distracted Behavior,0:01:41,0:02:04,Class 5,Sunglasses
,Dashboard,Distracted Behavior,0:02:16,0:02:32,Class 14,Sunglasses
,Dashboard,Distracted Behavior,0:02:48,0:03:10,Class 8,Sunglasses
,Dashboard,Distracted Behavior,0:03:24,0:03:40,Class 2,Sunglasses
,Dashboard,Distracted Behavior,0:03:51,0:04:15,Class 3,Sunglasses
,Dashboard,Distracted Behavior,0:04:27,0:04:33,Class 1,Sunglasses
,Dashboard,Distracted Behavior,0:05:02,0:05:09,Class 7,Sunglasses
,Dashboard,Distracted Behavior,0:05:26,0:05:36,Class 10,Sunglasses
,Dashboard,Distracted Behavior,0:06:24,0:06:48,Class 15,Sunglasses
,Dashboard,Distracted Behavior,0:06:59,0:07:10,Class 9,Sunglasses
,Dashboard,Distracted Behavior,0:07:24,0:07:50,Class 12,Sunglasses
,Dashboard,Distracted Behavior,0:08:22,0:08:31,Class 11,Sunglasses
,Dashboard,Distracted Behavior,0:05:50,0:06:15,Class 0,Sunglasses
Rearview_User_id_83756_3,Rearview,Distracted Behavior,0:00:09,0:00:32,Class 6,None
,Rearview,Distracted Behavior,0:00:43,0:01:10,Class 4,None
,Rearview,Distracted Behavior,0:01:39,0:02:05,Class 5,None
,Rearview,Distracted Behavior,0:02:12,0:02:15,Class 13,None
,Rearview,Distracted Behavior,0:02:16,0:02:36,Class 14,None
,Rearview,Distracted Behavior,0:02:52,0:03:10,Class 8,None
,Rearview,Distracted Behavior,0:03:29,0:03:42,Class 2,None
,Rearview,Distracted Behavior,0:03:53,0:04:15,Class 3,None
,Rearview,Distracted Behavior,0:04:19,0:04:23,Class 13,None
,Rearview,Distracted Behavior,0:04:27,0:04:30,Class 1,None
,Rearview,Distracted Behavior,0:04:51,0:04:56,Class 0,None
,Rearview,Distracted Behavior,0:05:02,0:05:12,Class 7,None
,Rearview,Distracted Behavior,0:05:21,0:05:24,Class 13,None
,Rearview,Distracted Behavior,0:05:25,0:05:33,Class 10,None
,Rearview,Distracted Behavior,0:06:20,0:06:46,Class 15,None
,Rearview,Distracted Behavior,0:07:02,0:07:06,Class 9,None
Rearview_User_id_83756_7,Rearview,Distracted Behavior,0:00:10,0:00:30,Class 6,Sunglasses
,Rearview,Distracted Behavior,0:00:44,0:01:11,Class 4,Sunglasses
,Rearview,Distracted Behavior,0:01:12,0:01:16,Class 13,Sunglasses
,Rearview,Distracted Behavior,0:01:41,0:02:04,Class 5,Sunglasses
,Rearview,Distracted Behavior,0:02:16,0:02:32,Class 14,Sunglasses
,Rearview,Distracted Behavior,0:02:48,0:03:10,Class 8,Sunglasses
,Rearview,Distracted Behavior,0:03:24,0:03:40,Class 2,Sunglasses
,Rearview,Distracted Behavior,0:03:51,0:04:15,Class 3,Sunglasses
,Rearview,Distracted Behavior,0:04:27,0:04:33,Class 1,Sunglasses
,Rearview,Distracted Behavior,0:05:02,0:05:09,Class 7,Sunglasses
,Rearview,Distracted Behavior,0:05:26,0:05:36,Class 10,Sunglasses
,Rearview,Distracted Behavior,0:06:24,0:06:48,Class 15,Sunglasses
,Rearview,Distracted Behavior,0:06:59,0:07:10,Class 9,Sunglasses
,Rearview,Distracted Behavior,0:07:24,0:07:50,Class 12,Sunglasses
,Rearview,Distracted Behavior,0:08:22,0:08:31,Class 11,Sunglasses
,Rearview,Distracted Behavior,0:05:50,0:06:15,Class 0,Sunglasses
Right_side_window_User_id_83756_3,Rightside Window,Distracted Behavior,0:00:09,0:00:32,Class 6,None
,Rightside Window,Distracted Behavior,0:00:43,0:01:10,Class 4,None
,Rightside Window,Distracted Behavior,0:01:39,0:02:05,Class 5,None
,Rightside Window,Distracted Behavior,0:02:12,0:02:15,Class 13,None
,Rightside Window,Distracted Behavior,0:02:16,0:02:36,Class 14,None
,Rightside Window,Distracted Behavior,0:02:52,0:03:10,Class 8,None
,Rightside Window,Distracted Behavior,0:03:29,0:03:42,Class 2,None
,Rightside Window,Distracted Behavior,0:03:53,0:04:15,Class 3,None
,Rightside Window,Distracted Behavior,0:04:19,0:04:23,Class 13,None
,Rightside Window,Distracted Behavior,0:04:27,0:04:30,Class 1,None
,Rightside Window,Distracted Behavior,0:04:51,0:04:56,Class 0,None
,Rightside Window,Distracted Behavior,0:05:02,0:05:12,Class 7,None
,Rightside Window,Distracted Behavior,0:05:21,0:05:24,Class 13,None
,Rightside Window,Distracted Behavior,0:05:25,0:05:33,Class 10,None
,Rightside Window,Distracted Behavior,0:06:20,0:06:46,Class 15,None
,Rightside Window,Distracted Behavior,0:07:02,0:07:06,Class 9,None
Right_side_window_User_id_83756_7,Rightside Window,Distracted Behavior,0:00:10,0:00:30,Class 6,Sunglasses
,Rightside Window,Distracted Behavior,0:00:44,0:01:11,Class 4,Sunglasses
,Rightside Window,Distracted Behavior,0:01:12,0:01:16,Class 13,Sunglasses
,Rightside Window,Distracted Behavior,0:01:41,0:02:04,Class 5,Sunglasses
,Rightside Window,Distracted Behavior,0:02:16,0:02:32,Class 14,Sunglasses
,Rightside Window,Distracted Behavior,0:02:48,0:03:10,Class 8,Sunglasses
