Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_86952_11,Dashboard,Distracted Behavior,0:00:12,0:00:15,Class 1,Hat
,Dashboard,Distracted Behavior,0:00:46,0:01:00,Class 3,Hat
,Dashboard,Distracted Behavior,0:01:13,0:01:17,Class 13,Hat
,Dashboard,Distracted Behavior,0:01:52,0:02:09,Class 6,Hat
,Dashboard,Distracted Behavior,0:02:22,0:02:43,Class 15,Hat
,Dashboard,Distracted Behavior,0:02:58,0:03:01,Class 9,Hat
,Dashboard,Distracted Behavior,0:03:24,0:03:36,Class 2,Hat
,Dashboard,Distracted Behavior,0:03:50,0:03:53,Class 7,Hat
,Dashboard,Distracted Behavior,0:04:12,0:04:34,Class 5,Hat
,Dashboard,Distracted Behavior,0:04:46,0:05:06,Class 14,Hat
,Dashboard,Distracted Behavior,0:05:59,0:06:03,Class 8,Hat
,Dashboard,Distracted Behavior,0:06:31,0:06:34,Class 10,Hat
,Dashboard,Distracted Behavior,0:06:54,0:07:08,Class 4,Hat
,Dashboard,Distracted Behavior,0:07:36,0:07:55,Class 11,Hat
,Dashboard,Distracted Behavior,0:08:13,0:08:34,Class 12,Hat
,Dashboard,Distracted Behavior,0:08:34,0:08:38,Class 0,Hat
Dashboard_User_id_86952_9,Dashboard,Distracted Behavior,0:00:12,0:00:15,Class 1,Sunglasses
,Dashboard,Distracted Behavior,0:00:47,0:01:00,Class 3,Sunglasses
,Dashboard,Distracted Behavior,0:01:12,0:01:15,Class 13,Sunglasses
,Dashboard,Distracted Behavior,0:01:51,0:02:06,Class 6,Sunglasses
,Dashboard,Distracted Behavior,0:02:38,0:02:44,Class 15,Sunglasses
,Dashboard,Distracted Behavior,0:02:58,0:03:01,Class 9,Sunglasses
,Dashboard,Distracted Behavior,0:03:23,0:03:36,Class 2,Sunglasses
,Dashboard,Distracted Behavior,0:03:51,0:03:58,Class 7,Sunglasses
,Dashboard,Distracted Behavior,0:04:12,0:04:33,Class 5,Sunglasses
,Dashboard,Distracted Behavior,0:04:46,0:05:08,Class 14,Sunglasses
,Dashboard,Distracted Behavior,0:05:55,0:06:00,Class 8,Sunglasses
,Dashboard,Distracted Behavior,0:06:30,0:06:36,Class 10,Sunglasses
,Dashboard,Distracted Behavior,0:06:52,0:07:03,Class 4,Sunglasses
,Dashboard,Distracted Behavior,0:07:35,0:07:54,Class 11,Sunglasses
,Dashboard,Distracted Behavior,0:08:10,0:08:35,Class 12,Sunglasses
Rearview_User_id_86952_11,Rearview,Distracted Behavior,0:00:12,0:00:15,Class 1,Hat
,Rearview,Distracted Behavior,0:00:46,0:01:00,Class 3,Hat
