Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_13522_5,Dashboard,Distracted Behavior,0:00:11,0:00:31,Class 8,None
,Dashboard,Distracted Behavior,0:00:48,0:01:09,Class 12,None
,Dashboard,Distracted Behavior,0:01:25,0:01:48,Class 6,None
,Dashboard,Distracted Behavior,0:02:06,0:02:24,Class 5,None
,Dashboard,Distracted Behavior,0:02:39,0:03:01,Class 0,None
,Dashboard,Distracted Behavior,0:03:19,0:03:26,Class 1,None
,Dashboard,Distracted Behavior,0:03:40,0:03:49,Class 13,None
,Dashboard,Distracted Behavior,0:04:19,0:04:23,Class 10,None
,Dashboard,Distracted Behavior,0:04:38,0:04:45,Class 9,None
,Dashboard,Distracted Behavior,0:04:58,0:05:11,Class 4,None
,Dashboard,Distracted Behavior,0:05:30,0:05:45,Class 2,None
,Dashboard,Distracted Behavior,0:06:05,0:06:12,Class 3,None
,Dashboard,Distracted Behavior,0:06:26,0:06:30,Class 7,None
,Dashboard,Distracted Behavior,0:06:59,0:07:17,Class 11,None
,Dashboard,Distracted Behavior,0:07:32,0:07:50,Class 15,None
,Dashboard,Distracted Behavior,0:08:12,0:08:28,Class 14,None
Dashboard_User_id_13522_7,Dashboard,Distracted Behavior,0:00:11,0:00:21,Class 8,Hat
,Dashboard,Distracted Behavior,0:00:48,0:01:08,Class 12,Hat
,Dashboard,Distracted Behavior,0:01:25,0:01:45,Class 6,Hat
,Dashboard,Distracted Behavior,0:02:02,0:02:21,Class 5,Hat
,Dashboard,Distracted Behavior,0:02:37,0:02:58,Class 0,Hat
,Dashboard,Distracted Behavior,0:03:16,0:03:26,Class 1,Hat
,Dashboard,Distracted Behavior,0:03:40,0:03:49,Class 13,Hat
,Dashboard,Distracted Behavior,0:04:18,0:04:23,Class 10,Hat
,Dashboard,Distracted Behavior,0:04:37,0:04:42,Class 9,Hat
,Dashboard,Distracted Behavior,0:04:57,0:05:08,Class 4,Hat
,Dashboard,Distracted Behavior,0:05:26,0:05:43,Class 2,Hat
,Dashboard,Distracted Behavior,0:06:02,0:06:10,Class 3,Hat
,Dashboard,Distracted Behavior,0:06:24,0:06:27,Class 7,Hat
,Dashboard,Distracted Behavior,0:06:55,0:07:14,Class 11,Hat
,Dashboard,Distracted Behavior,0:07:29,0:07:50,Class 15,Hat
,Dashboard,Distracted Behavior,0:08:10,0:08:26,Class 14,Hat
Rearview_User_id_13522_5,Rearview,Distracted Behavior,0:00:11,0:00:31,Class 8,None
,Rearview,Distracted Behavior,0:00:48,0:01:09,Class 12,None
,Rearview,Distracted Behavior,0:01:25,0:01:48,Class 6,None
,Rearview,Distracted Behavior,0:02:06,0:02:24,Class 5,None
,Rearview,Distracted Behavior,0:02:39,0:03:01,Class 0,None
,Rearview,Distracted Behavior,0:03:19,0:03:26,Class 1,None
,Rearview,Distracted Behavior,0:03:40,0:03:49,Class 13,None
,Rearview,Distracted Behavior,0:04:19,0:04:23,Class 10,None
,Rearview,Distracted Behavior,0:04:38,0:04:45,Class 9,None
