Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_99882_5,Dashboard,Distracted Behavior,0:05:20,0:05:33,Class 8,None
,Dashboard,Distracted Behavior,0:04:13,0:04:27,Class 12,None
,Dashboard,Distracted Behavior,0:06:26,0:06:35,Class 6,None
,Dashboard,Distracted Behavior,0:08:05,0:08:19,Class 5,None
,Dashboard,Distracted Behavior,0:01:05,0:01:24,Class 0,None
,Dashboard,Distracted Behavior,0:07:30,0:07:35,Class 1,None
,Dashboard,Distracted Behavior,0:02:10,0:02:14,Class 13,None
,Dashboard,Distracted Behavior,0:00:10,0:00:13,Class 10,None
,Dashboard,Distracted Behavior,0:03:52,0:03:57,Class 9,None
,Dashboard,Distracted Behavior,0:07:02,0:07:14,Class 4,None
,Dashboard,Distracted Behavior,0:05:53,0:06:08,Class 2,None
,Dashboard,Distracted Behavior,0:01:41,0:01:59,Class 3,None
,Dashboard,Distracted Behavior,0:02:43,0:02:46,Class 7,None
,Dashboard,Distracted Behavior,0:03:18,0:03:37,Class 11,None
,Dashboard,Distracted Behavior,0:04:40,0:05:00,Class 15,None
,Dashboard,Distracted Behavior,0:00:30,0:00:51,Class 14,None
Dashboard_User_id_99882_7,Dashboard,Distracted Behavior,0:05:16,0:05:22,Class 8,Hat
,Dashboard,Distracted Behavior,0:04:14,0:04:26,Class 12,Hat
,Dashboard,Distracted Behavior,0:06:27,0:06:38,Class 6,Hat
,Dashboard,Distracted Behavior,0:08:05,0:08:18,Class 5,Hat
,Dashboard,Distracted Behavior,0:01:05,0:01:24,Class 0,Hat
,Dashboard,Distracted Behavior,0:07:33,0:07:37,Class 1,Hat
,Dashboard,Distracted Behavior,0:02:11,0:02:14,Class 13,Hat
,Dashboard,Distracted Behavior,0:00:10,0:00:13,Class 10,Hat
,Dashboard,Distracted Behavior,0:03:51,0:03:55,Class 9,Hat
,Dashboard,Distracted Behavior,0:07:01,0:07:14,Class 4,Hat
,Dashboard,Distracted Behavior,0:05:52,0:06:09,Class 2,Hat
,Dashboard,Distracted Behavior,0:01:46,0:02:00,Class 3,Hat
,Dashboard,Distracted Behavior,0:02:44,0:02:47,Class 7,Hat
,Dashboard,Distracted Behavior,0:03:18,0:03:37,Class 11,Hat
,Dashboard,Distracted Behavior,0:04:42,0:05:01,Class 15,Hat
,Dashboard,Distracted Behavior,0:00:30,0:00:39,Class 14,Hat
Rearview_User_id_99882_5,Rearview,Distracted Behavior,0:05:20,0:05:33,Class 8,None
,Rearview,Distracted Behavior,0:04:13,0:04:27,Class 12,None
,Rearview,Distracted Behavior,0:06:26,0:06:35,Class 6,None
,Rearview,Distracted Behavior,0:08:05,0:08:19,Class 5,None
,Rearview,Distracted Behavior,0:01:05,0:01:24,Class 0,None
,Rearview,Distracted Behavior,0:07:30,0:07:35,Class 1,None
,Rearview,Distracted Behavior,0:02:10,0:02:14,Class 13,None
,Rearview,Distracted Behavior,0:00:10,0:00:13,Class 10,None
,Rearview,Distracted Behavior,0:03:52,0:03:57,Class 9,None
,Rearview,Distracted Behavior,0:07:02,0:07:14,Class 4,None
,Rearview,Distracted Behavior,0:05:53,0:06:08,Class 2,None
,Rearview,Distracted Behavior,0:01:41,0:01:59,Class 3,None
,Rearview,Distracted Behavior,0:02:43,0:02:46,Class 7,None
,Rearview,Distracted Behavior,0:03:18,0:03:37,Class 11,None
,Rearview,Distracted Behavior,0:04:40,0:05:00,Class 15,None
,Rearview,Distracted Behavior,0:00:30,0:00:51,Class 14,None
Rearview_User_id_99882_7,Rearview,Distracted Behavior,0:05:16,0:05:22,Class 8,Hat
,Rearview,Distracted Behavior,0:04:14,0:04:26,Class 12,Hat
,Rearview,Distracted Behavior,0:06:27,0:06:38,Class 6,Hat
,Rearview,Distracted Behavior,0:08:05,0:08:18,Class 5,Hat
,Rearview,Distracted Behavior,0:01:05,0:01:24,Class 0,Hat
,Rearview,Distracted Behavior,0:07:33,0:07:37,Class 1,Hat
,Rearview,Distracted Behavior,0:02:11,0:02:14,Class 13,Hat
,Rearview,Distracted Behavior,0:00:10,0:00:13,Class 10,Hat
,Rearview,Distracted Behavior,0:03:51,0:03:55,Class 9,Hat
,Rearview,Distracted Behavior,0:07:01,0:07:14,Class 4,Hat
,Rearview,Distracted Behavior,0:05:52,0:06:09,Class 2,Hat
,Rearview,Distracted Behavior,0:01:46,0:02:00,Class 3,Hat
,Rearview,Distracted Behavior,0:02:44,0:02:47,Class 7,Hat
,Rearview,Distracted Behavior,0:03:18,0:03:37,Class 11,Hat
,Rearview,Distracted Behavior,0:04:42,0:05:01,Class 15,Hat
,Rearview,Distracted Behavior,0:00:30,0:00:39,Class 14,Hat
Right_side_window_User_id_99882_5,Rightside Window,Distracted Behavior,0:05:20,0:05:33,Class 8,None
,Rightside Window,Distracted Behavior,0:04:13,0:04:27,Class 12,None
,Rightside Window,Distracted Behavior,0:06:26,0:06:35,Class 6,None
,Rightside Window,Distracted Behavior,0:08:05,0:08:19,Class 5,None
,Rightside Window,Distracted Behavior,0:01:05,0:01:24,Class 0,None
,Rightside Window,Distracted Behavior,0:07:30,0:07:35,Class 1,None
,Rightside Window,Distracted Behavior,0:02:10,0:02:14,Class 13,None
,Rightside Window,Distracted Behavior,0:00:10,0:00:13,Class 10,None
,Rightside Window,Distracted Behavior,0:03:52,0:03:57,Class 9,None
,Rightside Window,Distracted Behavior,0:07:02,0:07:14,Class 4,None
,Rightside Window,Distracted Behavior,0:05:53,0:06:08,Class 2,None
,Rightside Window,Distracted Behavior,0:01:41,0:01:59,Class 3,None
,Rightside Window,Distracted Behavior,0:02:43,0:02:46,Class 7,None
,Rightside Window,Distracted Behavior,0:03:18,0:03:37,Class 11,None
,Rightside Window,Distracted Behavior,0:04:40,0:05:00,Class 15,None
,Rightside Window,Distracted Behavior,0:00:30,0:00:51,Class 14,None
Right_side_window_User_id_99882_7,Rightside Window,Distracted Behavior,0:05:16,0:05:22,Class 8,Hat
