Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_47457_5,Dashboard,Distracted Behavior,0:00:08,0:00:12,Class 10,None
,Dashboard,Distracted Behavior,0:00:32,0:00:35,Class 7,None
,Dashboard,Distracted Behavior,0:01:06,0:01:28,Class 11,None
,Dashboard,Distracted Behavior,0:01:42,0:01:45,Class 1,None
,Dashboard,Distracted Behavior,0:02:15,0:02:26,Class 8,None
,Dashboard,Distracted Behavior,0:02:50,0:03:04,Class 14,None
,Dashboard,Distracted Behavior,0:03:22,0:03:44,Class 3,None
,Dashboard,Distracted Behavior,0:03:57,0:04:14,Class 6,None
,Dashboard,Distracted Behavior,0:04:27,0:04:45,Class 5,None
,Dashboard,Distracted Behavior,0:04:56,0:04:59,Class 13,None
,Dashboard,Distracted Behavior,0:05:30,0:05:49,Class 12,None
,Dashboard,Distracted Behavior,0:06:03,0:06:14,Class 4,None
,Dashboard,Distracted Behavior,0:06:30,0:06:51,Class 0,None
,Dashboard,Distracted Behavior,0:07:08,0:07:24,Class 2,None
,Dashboard,Distracted Behavior,0:07:38,0:07:52,Class 15,None
,Dashboard,Distracted Behavior,0:08:08,0:08:11,Class 9,None
Dashboard_User_id_47457_7,Dashboard,Distracted Behavior,0:00:09,0:00:12,Class 10,Hat
,Dashboard,Distracted Behavior,0:00:33,0:00:36,Class 7,Hat
,Dashboard,Distracted Behavior,0:01:07,0:01:20,Class 12,Hat
,Dashboard,Distracted Behavior,0:01:45,0:01:49,Class 1,Hat
,Dashboard,Distracted Behavior,0:02:16,0:02:28,Class 8,Hat
,Dashboard,Distracted Behavior,0:02:53,0:03:07,Class 14,Hat
,Dashboard,Distracted Behavior,0:03:22,0:03:42,Class 3,Hat
,Dashboard,Distracted Behavior,0:03:57,0:04:13,Class 6,Hat
,Dashboard,Distracted Behavior,0:04:28,0:04:39,Class 5,Hat
,Dashboard,Distracted Behavior,0:04:59,0:05:03,Class 13,Hat
,Dashboard,Distracted Behavior,0:05:30,0:05:46,Class 11,Hat
,Dashboard,Distracted Behavior,0:06:04,0:06:13,Class 4,Hat
,Dashboard,Distracted Behavior,0:06:31,0:06:52,Class 0,Hat
,Dashboard,Distracted Behavior,0:07:05,0:07:24,Class 2,Hat
,Dashboard,Distracted Behavior,0:07:38,0:07:54,Class 15,Hat
,Dashboard,Distracted Behavior,0:08:07,0:08:10,Class 9,Hat
Rearview_User_id_47457_5,Rearview,Distracted Behavior,0:00:08,0:00:12,Class 10,None
,Rearview,Distracted Behavior,0:00:32,0:00:35,Class 7,None
,Rearview,Distracted Behavior,0:01:06,0:01:28,Class 11,None
,Rearview,Distracted Behavior,0:01:42,0:01:45,Class 1,None
,Rearview,Distracted Behavior,0:02:15,0:02:26,Class 8,None
,Rearview,Distracted Behavior,0:02:50,0:03:04,Class 14,None
,Rearview,Distracted Behavior,0:03:22,0:03:44,Class 3,None
,Rearview,Distracted Behavior,0:03:57,0:04:14,Class 6,None
,Rearview,Distracted Behavior,0:04:27,0:04:45,Class 5,None
,Rearview,Distracted Behavior,0:04:56,0:04:59,Class 13,None
,Rearview,Distracted Behavior,0:05:30,0:05:49,Class 12,None
,Rearview,Distracted Behavior,0:06:03,0:06:14,Class 4,None
,Rearview,Distracted Behavior,0:06:30,0:06:51,Class 0,None
,Rearview,Distracted Behavior,0:07:08,0:07:24,Class 2,None
,Rearview,Distracted Behavior,0:07:38,0:07:52,Class 15,None
,Rearview,Distracted Behavior,0:08:08,0:08:11,Class 9,None
Rearview_User_id_47457_7,Rearview,Distracted Behavior,0:00:09,0:00:12,Class 10,Hat
,Rearview,Distracted Behavior,0:00:33,0:00:36,Class 7,Hat
,Rearview,Distracted Behavior,0:01:07,0:01:20,Class 12,Hat
,Rearview,Distracted Behavior,0:01:45,0:01:49,Class 1,Hat
,Rearview,Distracted Behavior,0:02:16,0:02:28,Class 8,Hat
,Rearview,Distracted Behavior,0:02:53,0:03:07,Class 14,Hat
,Rearview,Distracted Behavior,0:03:22,0:03:42,Class 3,Hat
,Rearview,Distracted Behavior,0:03:57,0:04:13,Class 6,Hat
,Rearview,Distracted Behavior,0:04:28,0:04:39,Class 5,Hat
,Rearview,Distracted Behavior,0:04:59,0:05:03,Class 13,Hat
,Rearview,Distracted Behavior,0:05:30,0:05:46,Class 11,Hat
,Rearview,Distracted Behavior,0:06:04,0:06:13,Class 4,Hat
,Rearview,Distracted Behavior,0:06:31,0:06:52,Class 0,Hat
,Rearview,Distracted Behavior,0:07:05,0:07:24,Class 2,Hat
,Rearview,Distracted Behavior,0:07:38,0:07:54,Class 15,Hat
,Rearview,Distracted Behavior,0:08:07,0:08:10,Class 9,Hat
Right_side_window_User_id_47457_5,Rightside Window,Distracted Behavior,0:00:08,0:00:12,Class 10,None
,Rightside Window,Distracted Behavior,0:00:32,0:00:35,Class 7,None
,Rightside Window,Distracted Behavior,0:01:06,0:01:28,Class 11,None
,Rightside Window,Distracted Behavior,0:01:42,0:01:45,Class 1,None
,Rightside Window,Distracted Behavior,0:02:15,0:02:26,Class 8,None
,Rightside Window,Distracted Behavior,0:02:50,0:03:04,Class 14,None
,Rightside Window,Distracted Behavior,0:03:22,0:03:44,Class 3,None
,Rightside Window,Distracted Behavior,0:03:57,0:04:14,Class 6,None
,Rightside Window,Distracted Behavior,0:04:27,0:04:45,Class 5,None
,Rightside Window,Distracted Behavior,0:04:56,0:04:59,Class 13,None
,Rightside Window,Distracted Behavior,0:05:30,0:05:49,Class 12,None
,Rightside Window,Distracted Behavior,0:06:03,0:06:14,Class 4,None
,Rightside Window,Distracted Behavior,0:06:30,0:06:51,Class 0,None
,Rightside Window,Distracted Behavior,0:07:08,0:07:24,Class 2,None
